company_name,industry,job_title,skills_required,experience_level,employment_type,location,posted_date,company_size,tools_preferred,salary_min,salary_max
Robinson-Murphy,Automotive,AI Researcher,"Power BI, Python, GCP, C++",Mid,Full-time,"East Raymond, NR",2024-03-26,Large,"Scikit-learn, FastAPI, TensorFlow",69967,88953
"Jenkins, Shelton and Galloway",Tech,Data Analyst,"CUDA, AWS, Scikit-learn",Entry,Internship,"Port Jenniferhaven, DM",2024-05-26,Mid,MLflow,117659,216166
"Oconnor, Montgomery and Figueroa",Retail,Quant Researcher,"Python, LangChain, Pandas, TensorFlow",Entry,Internship,"Lake Elizabeth, BA",2023-12-12,Startup,MLflow,59894,135142
Lin-Robinson,Automotive,AI Researcher,"Hugging Face, Azure, NumPy",Entry,Full-time,"Jamesmouth, TO",2025-07-19,Mid,"LangChain, Scikit-learn, MLflow",137561,211332
"Thompson, Mosley and Mitchell",E-commerce,ML Engineer,"R, Scikit-learn, SQL, LangChain",Entry,Internship,"Lake April, UA",2024-02-13,Mid,PyTorch,116335,171155
Austin-Burke,Retail,NLP Engineer,"FastAPI, SQL, Scikit-learn, NumPy, Excel, PyTorch",Senior,Remote,"South Christophermouth, PW",2024-05-16,Mid,"PyTorch, BigQuery",96083,149737
Smith-Webster,E-commerce,NLP Engineer,"Power BI, Scikit-learn, R, Python, Keras",Senior,Contract,"West Karen, DK",2025-02-28,Large,"TensorFlow, KDB+, MLflow",143953,177085
Bennett and Sons,Education,Data Scientist,"C++, Reinforcement Learning, Azure, CUDA, MLflow",Entry,Full-time,"Burnetttown, KE",2024-05-13,Startup,BigQuery,95581.5,151635
Hess-Hobbs,Healthcare,Data Scientist,"Keras, AWS, NumPy, MLflow, TensorFlow, Flask",Mid,Contract,"Jacquelineview, MN",2025-02-06,Large,"Scikit-learn, KDB+, MLflow",121197,140025
Scott-Garcia,Tech,NLP Engineer,"Flask, Power BI, LangChain, Excel, MLflow, R",Senior,Remote,"Raymondville, SR",2024-03-03,Mid,"FastAPI, TensorFlow, MLflow",95581.5,151635
Scott Ltd,Automotive,Quant Researcher,"Hugging Face, MLflow, CUDA, Python, Keras, SQL",Senior,Contract,"Lake Colleenmouth, NA",2024-12-29,Large,"TensorFlow, FastAPI, Scikit-learn",149692,200124
"Wheeler, Thompson and Rivera",Finance,Computer Vision Engineer,"Pandas, MLflow, TensorFlow, Power BI",Mid,Remote,"Jacobland, BR",2025-04-27,Startup,"LangChain, KDB+, BigQuery",59190,136850
Collins LLC,Finance,ML Engineer,"R, CUDA, TensorFlow",Senior,Internship,"Ryanfort, SB",2024-12-26,Large,"PyTorch, LangChain",109704,209632
"Decker, Wilson and Daniel",Education,NLP Engineer,"Azure, Excel, Power BI, SQL",Entry,Full-time,"North Elizabeth, VU",2024-09-30,Startup,"Scikit-learn, BigQuery, MLflow",56774,69344
Erickson-Hill,Finance,ML Engineer,"LangChain, Reinforcement Learning, CUDA, R, SQL, Excel",Senior,Internship,"Aaronview, AZ",2024-10-13,Mid,KDB+,48914,60214
"Harrison, Miller and Vasquez",Tech,Data Analyst,"Flask, Reinforcement Learning, Pandas, CUDA, Azure",Mid,Internship,"East Laceyville, FI",2024-10-21,Large,"LangChain, Scikit-learn, FastAPI",47206,107566
Avery-Randall,Tech,AI Researcher,"TensorFlow, Power BI, PyTorch",Mid,Internship,"Thomasborough, SR",2025-07-27,Mid,BigQuery,49463,142153
Gonzalez LLC,Tech,Computer Vision Engineer,"C++, Hugging Face, PyTorch, SQL",Mid,Internship,"Lake Kaylaport, VU",2024-03-26,Large,"MLflow, LangChain, KDB+",77762,138650
Rodriguez LLC,E-commerce,AI Researcher,"LangChain, AWS, Hugging Face, Flask, R",Entry,Full-time,"Lake Jamesberg, JM",2025-06-17,Mid,"KDB+, BigQuery",67646,146965
Diaz PLC,Retail,AI Researcher,"Python, TensorFlow, GCP, R",Senior,Full-time,"Harrismouth, TR",2025-08-05,Mid,"Scikit-learn, MLflow",95581.5,151635
Perez-Herman,Education,NLP Engineer,"C++, GCP, Keras, AWS, TensorFlow, LangChain",Entry,Contract,"Michaelside, NA",2024-12-08,Mid,"FastAPI, KDB+",79160,172160
Reese Inc,Automotive,AI Researcher,"Python, PyTorch, Hugging Face, CUDA, Azure, MLflow",Mid,Full-time,"Webbmouth, NA",2025-03-07,Startup,"BigQuery, LangChain",147705,216954
Yang-Ross,E-commerce,AI Product Manager,"GCP, Power BI, Azure, Python",Senior,Contract,"Andrewschester, IQ",2024-11-06,Mid,"KDB+, TensorFlow, Scikit-learn",59811,106563
"Arnold, Burns and Garcia",Retail,ML Engineer,"C++, FastAPI, Scikit-learn",Senior,Internship,"Deniseport, NE",2025-03-17,Mid,"PyTorch, BigQuery, Scikit-learn",61213,148219
Blankenship-Ferguson,Education,NLP Engineer,"FastAPI, AWS, Power BI, Flask, SQL, MLflow",Senior,Remote,"Aarontown, TO",2025-05-01,Startup,"FastAPI, BigQuery",127524,148571
"Acosta, Roy and Gutierrez",Healthcare,Quant Researcher,"Python, AWS, R, Pandas, Power BI, TensorFlow",Senior,Internship,"East Erica, GY",2025-06-22,Startup,"FastAPI, Scikit-learn, LangChain",53455,142848
"Barton, Guzman and Jones",Finance,ML Engineer,"Pandas, R, LangChain",Mid,Full-time,"East Eric, FI",2025-04-30,Mid,"LangChain, PyTorch",84521,130961
Miller-Schultz,Retail,Data Scientist,"Flask, C++, NumPy, Python, GCP",Entry,Full-time,"Beckerburgh, GA",2024-04-15,Large,TensorFlow,68321,135101
Hendricks Group,Tech,ML Engineer,"Hugging Face, Flask, MLflow",Mid,Contract,"West Julie, MX",2025-06-20,Startup,"BigQuery, PyTorch",73192,103993
"Burke, Paul and Conner",Education,Data Analyst,"Excel, Reinforcement Learning, Pandas, GCP, FastAPI",Entry,Contract,"New Jerome, BA",2025-01-26,Startup,LangChain,43069,99172
Glenn-Rodriguez,Finance,Data Analyst,"SQL, GCP, Scikit-learn",Senior,Internship,"Maryton, TH",2024-05-10,Startup,"Scikit-learn, MLflow",103638,163765
Schaefer-Anderson,Tech,Computer Vision Engineer,"C++, Python, GCP",Entry,Internship,"New Natalieview, SE",2025-05-26,Large,"FastAPI, Scikit-learn, PyTorch",148791,234027
"Harris, Hopkins and Miranda",Finance,Computer Vision Engineer,"NumPy, Pandas, Reinforcement Learning",Entry,Full-time,"Brooksmouth, TR",2024-10-19,Startup,"PyTorch, Scikit-learn, TensorFlow",81873,126955
Reyes LLC,Retail,AI Product Manager,"Reinforcement Learning, Python, MLflow, Flask",Mid,Remote,"West Lynnbury, BB",2025-08-20,Startup,LangChain,107701,182399
"Smith, Adkins and Peterson",Retail,Computer Vision Engineer,"Scikit-learn, LangChain, MLflow, FastAPI",Entry,Internship,"South Gregory, BO",2024-10-24,Large,"KDB+, FastAPI",44261,132348
Guerra and Sons,Tech,Data Analyst,"Azure, MLflow, Pandas, PyTorch",Entry,Contract,"North Timothy, SC",2024-08-17,Large,"MLflow, PyTorch, LangChain",144418,178671
Smith Inc,E-commerce,AI Product Manager,"AWS, Keras, Flask, R, PyTorch, Python",Senior,Full-time,"Bryanttown, ET",2024-02-24,Mid,"PyTorch, FastAPI",59575,125556
Rodriguez-Mcgrath,E-commerce,Data Scientist,"GCP, Keras, LangChain",Mid,Full-time,"Bonnieview, SN",2025-01-21,Large,"KDB+, FastAPI",133037,191935
"Mullen, Chaney and Morris",Automotive,ML Engineer,"R, Pandas, TensorFlow, Hugging Face, Python",Entry,Internship,"Simmonston, HT",2024-09-09,Large,"LangChain, KDB+",125183,172905
"Walker, Welch and Alexander",Finance,Quant Researcher,"SQL, Excel, Azure, PyTorch, Scikit-learn",Mid,Contract,"South Alyssaview, DK",2024-04-11,Startup,"Scikit-learn, LangChain, TensorFlow",98205,195671
Cochran Ltd,Education,ML Engineer,"SQL, NumPy, Python, Power BI, Scikit-learn",Senior,Contract,"Robinsonland, BR",2024-08-26,Large,FastAPI,95581.5,151635
Wells PLC,Tech,NLP Engineer,"Pandas, CUDA, R, Python, FastAPI, SQL",Entry,Internship,"Kevinfurt, FM",2025-04-06,Mid,"MLflow, LangChain, KDB+",126480,181097
Knight PLC,Tech,Data Scientist,"LangChain, Pandas, Flask, AWS",Senior,Remote,"Woodberg, PL",2024-05-12,Mid,"Scikit-learn, BigQuery",95492,152604
Rivers-Bautista,E-commerce,Data Analyst,"Power BI, NumPy, LangChain, CUDA, Reinforcement Learning, Excel",Senior,Contract,"Port Austinport, AT",2023-09-30,Large,"Scikit-learn, BigQuery",102113,144608
"Cabrera, Schultz and Walker",E-commerce,Data Analyst,"Keras, Scikit-learn, MLflow, Python, SQL, Excel",Senior,Full-time,"Jessicaland, MX",2024-04-12,Large,"TensorFlow, LangChain, MLflow",143450,184908
"Morgan, Novak and Sullivan",Education,ML Engineer,"GCP, SQL, TensorFlow, Keras, Reinforcement Learning",Entry,Remote,"North Ashley, KI",2025-07-09,Mid,"BigQuery, MLflow",72389,120591
"Hall, Oconnell and Wilson",Automotive,AI Product Manager,"Power BI, R, C++, TensorFlow, Python",Entry,Full-time,"Careyland, MN",2024-09-24,Mid,Scikit-learn,45843,74772
Harris Ltd,Automotive,Data Analyst,"PyTorch, FastAPI, MLflow, C++, Pandas, NumPy",Entry,Internship,"South Keith, UY",2024-07-18,Startup,"MLflow, Scikit-learn",132168,172436
Barajas-Wilson,Healthcare,Quant Researcher,"AWS, Pandas, FastAPI, R",Mid,Full-time,"West Christopher, AR",2024-07-18,Large,"KDB+, LangChain, Scikit-learn",140975,223314
Olsen and Sons,Finance,Quant Researcher,"Pandas, Hugging Face, LangChain, Reinforcement Learning",Senior,Full-time,"Michelleview, AE",2024-02-21,Startup,"MLflow, PyTorch, Scikit-learn",72912,124424
Adams-Bautista,Education,Data Scientist,"Excel, Power BI, Azure, NumPy, Hugging Face, LangChain",Mid,Full-time,"South Maryshire, DO",2025-05-24,Mid,Scikit-learn,92203,179621
Montgomery-Bell,Healthcare,ML Engineer,"Power BI, TensorFlow, Python, Azure, C++, SQL",Mid,Internship,"Carpenterfurt, MV",2025-04-27,Mid,"FastAPI, MLflow, LangChain",132423,178710
Case PLC,Healthcare,Quant Researcher,"MLflow, PyTorch, Azure, R, Python, GCP",Mid,Internship,"Millerborough, MH",2024-08-24,Large,"LangChain, KDB+, Scikit-learn",43526,142128
Fisher LLC,Retail,Data Analyst,"Pandas, AWS, MLflow, TensorFlow",Mid,Full-time,"Jacquelineburgh, ME",2024-12-08,Startup,TensorFlow,100197,176071
Morgan Group,Automotive,Data Analyst,"Keras, FastAPI, Python, Excel, AWS",Senior,Internship,"South Jameshaven, TT",2025-06-13,Startup,"PyTorch, TensorFlow, Scikit-learn",104596,158369
Weiss Inc,Education,AI Product Manager,"Power BI, MLflow, FastAPI, R, TensorFlow, NumPy",Mid,Full-time,"North John, IE",2024-02-29,Startup,"TensorFlow, FastAPI, LangChain",128933,143658
"Mendoza, Bishop and Wade",Automotive,NLP Engineer,"GCP, FastAPI, Excel",Senior,Full-time,"South Omarshire, DO",2024-05-07,Mid,"MLflow, TensorFlow",111144,184492
Stephenson and Sons,Healthcare,NLP Engineer,"AWS, C++, MLflow",Entry,Full-time,"Thomasshire, TT",2025-02-11,Mid,MLflow,147850,183922
Hernandez-Robles,Automotive,AI Researcher,"Keras, TensorFlow, R, Azure",Mid,Contract,"Craigside, JM",2024-12-31,Mid,"BigQuery, LangChain",140539,204807
"Carter, Gordon and Hurst",Finance,ML Engineer,"AWS, Azure, Flask, Reinforcement Learning, TensorFlow, Excel",Senior,Contract,"South Cynthia, GB",2024-02-12,Startup,"FastAPI, KDB+, TensorFlow",60724,86033
Thomas and Sons,E-commerce,NLP Engineer,"Excel, Flask, Hugging Face, TensorFlow",Entry,Contract,"Garzashire, BT",2025-03-21,Mid,MLflow,71064,107425
Love LLC,Education,AI Researcher,"CUDA, TensorFlow, FastAPI, Power BI, LangChain, MLflow",Entry,Contract,"North Dianaland, GR",2024-06-03,Startup,KDB+,41074,139585
Ingram-Long,Tech,ML Engineer,"R, AWS, Python, MLflow",Entry,Internship,"Johnstad, MK",2024-04-05,Startup,"FastAPI, BigQuery, PyTorch",88875,140496
"Zavala, Jones and Williams",Tech,AI Researcher,"Python, FastAPI, MLflow, LangChain",Mid,Internship,"Hallport, BE",2023-10-19,Large,PyTorch,42720,114323
"Leon, May and Wilson",Education,ML Engineer,"LangChain, Python, AWS",Entry,Full-time,"Jessicamouth, MY",2024-10-10,Large,"PyTorch, LangChain, KDB+",48928,97457
Norton-Flores,E-commerce,Quant Researcher,"LangChain, R, Azure, CUDA",Entry,Contract,"Sanchezfurt, TJ",2023-10-19,Startup,"Scikit-learn, BigQuery, PyTorch",62352,118360
"Brown, Ross and Wright",Retail,Data Scientist,"Hugging Face, Scikit-learn, Excel, SQL",Entry,Full-time,"Jillfort, JM",2023-11-28,Mid,TensorFlow,71987,127174
"Townsend, Jenkins and Johnson",Tech,Quant Researcher,"Reinforcement Learning, LangChain, CUDA",Senior,Internship,"West Joshuabury, KN",2024-04-29,Startup,"BigQuery, Scikit-learn, FastAPI",96588,159646
"Riddle, Hicks and Thompson",E-commerce,NLP Engineer,"Keras, C++, Azure, FastAPI, CUDA, Scikit-learn",Entry,Remote,"Lake Melissafort, DJ",2023-12-16,Mid,Scikit-learn,112609,189278
"Herrera, Moore and Braun",Automotive,AI Product Manager,"CUDA, C++, Excel",Entry,Full-time,"North Kyleborough, BB",2025-07-15,Mid,"BigQuery, TensorFlow, FastAPI",63732,99367
Jones LLC,Healthcare,AI Product Manager,"R, Hugging Face, Excel, Keras",Entry,Remote,"Mariabury, GQ",2024-12-07,Mid,FastAPI,139447,224946
Jones-Ortiz,Education,ML Engineer,"LangChain, TensorFlow, C++, Power BI, MLflow, AWS",Mid,Contract,"West Michaelview, MN",2024-02-25,Large,"LangChain, Scikit-learn, PyTorch",130455,143201
Howe-Gallagher,Healthcare,Computer Vision Engineer,"Python, Keras, CUDA, PyTorch, MLflow, NumPy",Entry,Remote,"Gilbertbury, DE",2024-07-17,Mid,PyTorch,69015,94367
Ellis-Bailey,Tech,Quant Researcher,"C++, Power BI, Pandas",Mid,Full-time,"New Kristenburgh, VN",2025-06-11,Mid,BigQuery,95581.5,151635
Robinson Group,Education,NLP Engineer,"Scikit-learn, PyTorch, R, FastAPI, Excel, NumPy",Mid,Internship,"South Daniel, OM",2025-06-01,Mid,"KDB+, BigQuery, FastAPI",49069,65157
Goodwin-Ramirez,Education,NLP Engineer,"Hugging Face, FastAPI, C++, CUDA",Mid,Internship,"New Vanessa, JO",2024-11-16,Startup,BigQuery,74463,103688
Bennett-Jackson,Healthcare,Quant Researcher,"Reinforcement Learning, TensorFlow, SQL, Flask, C++, Keras",Entry,Internship,"Whitemouth, ZM",2025-06-28,Large,"LangChain, MLflow, KDB+",137479,173706
Bean-Chavez,Finance,AI Product Manager,"Pandas, NumPy, TensorFlow, R",Entry,Internship,"Jordanside, KR",2025-06-13,Large,"TensorFlow, LangChain",51735,71615
"Goodwin, Harrison and Lopez",Education,ML Engineer,"Azure, PyTorch, R, Scikit-learn, AWS, Excel",Mid,Internship,"Davidtown, AM",2025-01-24,Startup,BigQuery,105183,136608
Gardner-Li,Finance,ML Engineer,"Excel, SQL, GCP, Hugging Face, R",Entry,Internship,"Dustinberg, UZ",2024-12-21,Startup,"FastAPI, LangChain",80869,128578
Robinson-Hill,Healthcare,Computer Vision Engineer,"Excel, CUDA, GCP, Reinforcement Learning, TensorFlow",Senior,Internship,"Lake Melissahaven, TM",2025-01-15,Large,KDB+,94999,167994
Moore Inc,Automotive,AI Researcher,"Keras, Hugging Face, R",Senior,Internship,"Aimeestad, KM",2025-03-28,Large,FastAPI,98295,166881
"Fisher, Miller and Duarte",Automotive,AI Researcher,"Azure, Scikit-learn, Python, AWS, LangChain, C++",Entry,Full-time,"West Cassie, MD",2023-11-09,Startup,TensorFlow,84355,154595
"Clayton, Pratt and Stone",Healthcare,NLP Engineer,"PyTorch, Excel, Scikit-learn, TensorFlow",Entry,Internship,"Stephanieside, AF",2025-05-03,Mid,BigQuery,108703,131026
"Jones, Spencer and Bowers",Retail,Data Scientist,"Scikit-learn, GCP, AWS, FastAPI, Excel, Pandas",Entry,Internship,"Mooreside, GB",2025-01-31,Large,Scikit-learn,45561,84324
Lyons Inc,Finance,NLP Engineer,"CUDA, R, GCP",Senior,Remote,"Wangside, UZ",2024-11-13,Large,"BigQuery, KDB+",50662,146281
Robinson PLC,Education,Data Analyst,"FastAPI, C++, Azure, Reinforcement Learning, CUDA",Senior,Internship,"West Brittanyland, MW",2025-02-10,Large,"PyTorch, BigQuery",75939,118168
"Lopez, Davis and Greene",Automotive,ML Engineer,"LangChain, Azure, CUDA, GCP",Entry,Full-time,"Johnsonland, SM",2024-08-10,Mid,"KDB+, LangChain, PyTorch",75976,154691
"Williams, Romero and Goodwin",Automotive,Data Scientist,"Azure, PyTorch, Excel, R, NumPy",Entry,Remote,"Gregorybury, MM",2023-10-15,Startup,"PyTorch, Scikit-learn, KDB+",58623,100250
Martinez LLC,E-commerce,Computer Vision Engineer,"R, MLflow, AWS, Flask, C++",Senior,Internship,"Timothytown, KZ",2025-07-27,Startup,"TensorFlow, FastAPI",95737,120978
Lopez-Hughes,E-commerce,Quant Researcher,"AWS, Reinforcement Learning, TensorFlow, FastAPI, SQL, Power BI",Senior,Remote,"Kentville, BT",2025-01-12,Startup,"LangChain, PyTorch, BigQuery",86038,117214
"Palmer, Moody and Wallace",Tech,NLP Engineer,"CUDA, NumPy, Power BI, Azure, C++",Entry,Internship,"South Amanda, BE",2024-12-30,Startup,"PyTorch, MLflow, KDB+",52929,148174
Lawrence PLC,Retail,Computer Vision Engineer,"SQL, Flask, FastAPI, Pandas, Power BI",Entry,Contract,"Saraview, BR",2025-08-12,Mid,"FastAPI, PyTorch, MLflow",95581.5,151635
Harrison-Stevenson,Education,NLP Engineer,"GCP, Excel, NumPy, Azure, R, Pandas",Mid,Internship,"Barberfurt, AD",2024-01-26,Large,"MLflow, BigQuery",80350,124373
Webb-Garcia,Retail,ML Engineer,"Python, MLflow, Reinforcement Learning, Power BI, Flask",Mid,Internship,"Andreaton, RO",2025-07-31,Large,LangChain,141317,189797
Williams-Leonard,Tech,Data Scientist,"Flask, GCP, MLflow, Keras, CUDA, AWS",Mid,Internship,"Samuelside, BI",2024-01-25,Large,KDB+,144921,242601
Fox Group,Automotive,AI Researcher,"TensorFlow, C++, AWS, GCP",Entry,Contract,"West Madisonchester, NP",2024-06-30,Large,"BigQuery, MLflow",78021,138369
"Taylor, Ruiz and Hernandez",Education,AI Product Manager,"Azure, LangChain, C++, NumPy, MLflow",Entry,Contract,"East Davidbury, SK",2025-03-15,Large,"Scikit-learn, LangChain, TensorFlow",69902,164688
"Taylor, Thompson and Good",Retail,Computer Vision Engineer,"Scikit-learn, C++, LangChain, CUDA, Excel, Flask",Entry,Remote,"South Patriciaport, RS",2025-02-08,Startup,PyTorch,149757,220531
"Wheeler, Hall and Gonzalez",Healthcare,AI Researcher,"Excel, AWS, Flask, NumPy",Entry,Remote,"New Devinview, AG",2025-05-09,Mid,LangChain,115186,147382
"Bell, Jones and Munoz",Healthcare,AI Product Manager,"FastAPI, Keras, MLflow",Mid,Full-time,"Angelastad, DE",2023-10-18,Mid,FastAPI,48248,92417
"Moyer, Nelson and Johnston",Healthcare,Computer Vision Engineer,"Keras, PyTorch, TensorFlow, Scikit-learn, Azure",Mid,Full-time,"Jordanport, NG",2024-02-09,Large,KDB+,95581.5,151635
"Shepard, Anderson and Robinson",Retail,Quant Researcher,"Excel, CUDA, Reinforcement Learning",Mid,Internship,"Lake Stacey, SE",2024-10-13,Startup,"TensorFlow, LangChain, PyTorch",129844,163112
Smith and Sons,Automotive,AI Researcher,"Hugging Face, GCP, Azure",Entry,Full-time,"Collinsland, MA",2024-09-10,Mid,MLflow,121208,201513
"Mathews, Chavez and Scott",Healthcare,Quant Researcher,"LangChain, AWS, NumPy, Flask, GCP, Excel",Senior,Full-time,"Hamiltonport, WS",2025-01-12,Startup,LangChain,107216,196778
Wiley LLC,Retail,AI Researcher,"SQL, NumPy, Excel, Pandas, Python",Mid,Internship,"West Manuel, RW",2025-07-11,Startup,LangChain,41764,136739
"Lawrence, Smith and Powell",Tech,Data Analyst,"Reinforcement Learning, Flask, CUDA",Senior,Contract,"North Jessicamouth, BT",2024-01-15,Large,BigQuery,147895,196134
"Allen, Harvey and Jordan",Retail,NLP Engineer,"C++, GCP, Pandas, MLflow, TensorFlow",Senior,Full-time,"Montoyabury, AR",2025-06-29,Large,TensorFlow,47192,145078
Shaw-Knapp,Automotive,AI Product Manager,"Reinforcement Learning, C++, PyTorch, AWS, Azure",Mid,Internship,"North Williamside, FJ",2024-07-28,Large,"FastAPI, LangChain, KDB+",48979,87015
Phillips Ltd,Automotive,Computer Vision Engineer,"LangChain, PyTorch, GCP, AWS, C++, Azure",Mid,Full-time,"North Davidshire, WS",2025-03-16,Startup,"TensorFlow, PyTorch",70473,136805
Lang-Hill,Retail,Computer Vision Engineer,"Hugging Face, Flask, LangChain, TensorFlow, Pandas, FastAPI",Entry,Full-time,"Stephanieville, DE",2024-09-02,Mid,"TensorFlow, BigQuery, FastAPI",101941,151649
Hernandez LLC,Tech,Computer Vision Engineer,"PyTorch, C++, Python, TensorFlow, Power BI",Entry,Internship,"Danielberg, DZ",2025-03-24,Large,"Scikit-learn, BigQuery",79422,131027
"Bradford, Ryan and Edwards",Automotive,NLP Engineer,"FastAPI, Excel, TensorFlow",Senior,Full-time,"Port Austinfort, SZ",2024-01-19,Large,"LangChain, Scikit-learn, KDB+",104607,198261
Lang PLC,Education,Data Analyst,"Power BI, TensorFlow, Keras",Entry,Full-time,"Jaredberg, LT",2023-11-25,Large,FastAPI,142297,230635
Rivas Inc,Healthcare,Data Analyst,"Pandas, TensorFlow, Keras, Python, Excel",Mid,Full-time,"West Rick, CY",2024-11-11,Large,BigQuery,129959,183290
Spencer-Watson,Automotive,NLP Engineer,"MLflow, C++, Excel",Senior,Remote,"Wilsonfurt, VU",2025-02-19,Startup,FastAPI,95581.5,151635
"Ward, Morton and Taylor",Education,AI Product Manager,"Azure, Flask, Keras, Scikit-learn, Reinforcement Learning, GCP",Mid,Full-time,"Lisaview, GM",2024-06-11,Startup,"KDB+, MLflow, Scikit-learn",76271,164679
"Deleon, Waters and Perez",Tech,Quant Researcher,"NumPy, PyTorch, R, Flask, Python, Keras",Senior,Internship,"Lake Michael, AU",2024-04-18,Startup,PyTorch,55587,97947
"Thomas, Park and Smith",Healthcare,Quant Researcher,"CUDA, Excel, Azure, NumPy",Senior,Internship,"North Shaneland, LB",2024-01-07,Mid,"TensorFlow, MLflow, KDB+",127145,147633
Wilcox PLC,Tech,Data Analyst,"NumPy, Pandas, Excel",Mid,Remote,"East Leonard, CM",2024-07-21,Mid,"PyTorch, FastAPI, BigQuery",143724,226912
